symbol,current_price,predicted_price,timestamp,real_price,accuracy,trend_match
TNSRUSDC,0.3862,0.3866110000000001,2025-01-14 23:22:31,0.3866,0.0028453181583275393,True
USDCTRY,35.5,35.48010000000001,2025-01-14 23:22:31,35.5,0.05605633802814845,True
ENSUSDC,31.99,31.90500000000001,2025-01-14 23:22:31,31.97,0.20331560838282958,True
ARUSDC,15.78,15.665400000000009,2025-01-14 23:22:31,15.77,0.663284717818584,True
NOTUSDC,0.006274,0.00628483,2025-01-14 23:22:31,0.00627,0.23652312599680272,False
ARKMUSDC,1.327,1.2987600000000006,2025-01-14 23:22:31,1.327,2.128108515448333,True
LDOUSDC,1.875,1.80502,2025-01-14 23:22:31,1.868,3.371520342612421,True
ZKUSDC,0.1768,0.176114,2025-01-14 23:22:31,0.1767,0.33163554046406524,True
REZUSDC,0.03127,0.0312744799999999,2025-01-14 23:22:31,0.03121,0.20660044857385954,False
PEOPLEUSDC,0.03877,0.038256,2025-01-14 23:22:31,0.03877,1.3257673458859958,True
CRVUSDC,0.8659,0.8591170000000007,2025-01-14 23:22:31,0.8638,0.5421393841166157,True
RENDERUSDC,7.048,7.058999999999987,2025-01-14 23:22:31,7.035,0.34115138592731625,False
RAREUSDC,0.1039,0.1035961999999999,2025-01-14 23:22:31,0.1039,0.2923965351300327,True
AAVEUSDC,294.92,293.8533999999998,2025-01-14 23:22:31,294.92,0.36165739861664903,True
DOGSUSDC,0.0004413,0.0004377939999999,2025-01-14 23:22:31,0.0004405,0.6143019296481183,True
NEIROUSDC,0.00076713,0.0007665390999999,2025-01-14 23:22:31,0.00076664,0.013161327363560698,True
ZROUSDC,4.406,4.351500000000002,2025-01-14 23:22:31,4.41,1.3265306122448475,False
1000SATSUSDC,0.0001408,0.0001401909999999,2025-01-14 23:22:31,0.0001406,0.2908961593883403,True
IOUSDC,2.945,2.973610000000002,2025-01-14 23:22:31,2.944,1.0057744565218116,False
SLFUSDC,0.27,0.2683394,2025-01-14 23:22:31,0.27,0.6150370370370415,True
POLUSDC,0.4559,0.4556499999999996,2025-01-14 23:22:31,0.4555,0.032930845224938506,True
TONUSDC,5.389,5.424169999999995,2025-01-14 23:22:31,5.388,0.6713066072753328,False
ACTUSDC,0.2497,0.250947,2025-01-14 23:22:31,0.2496,0.5396634615384563,False
TAOUSDC,418.2,418.9579999999997,2025-01-14 23:22:32,418.4,0.1333652007647487,True
APEUSDC,1.074,1.061349999999999,2025-01-14 23:22:32,1.073,1.085740913327218,True
RAYUSDC,5.219,5.128819999999999,2025-01-14 23:22:32,5.221,1.7655621528442984,False
PNUTUSDC,0.6236,0.6237160000000003,2025-01-14 23:22:32,0.6236,0.018601667735764438,False
OMUSDC,3.7032,3.7151199999999975,2025-01-14 23:22:32,3.7032,0.3218837761935005,False
1MBABYDOGEUSDC,0.0027559,0.0027474119999999,2025-01-14 23:22:32,0.0027559,0.30799375884828256,True
EIGENUSDC,3.101,3.072970000000001,2025-01-14 23:22:32,3.101,0.9039019671073489,True
TROYUSDC,0.002915,0.0028868729999999,2025-01-14 23:22:32,0.002915,0.9649056603807868,True
CATIUSDC,0.3074,0.3030641000000001,2025-01-14 23:22:32,0.3075,1.4425691056910184,False
MEMEUSDC,0.00911,0.0090656099999999,2025-01-14 23:22:32,0.0091,0.37791208791319864,True
HBARUSDC,0.28949,0.2898895999999998,2025-01-14 23:22:32,0.28929,0.20726606519403068,False
FDUSDUSDC,0.9997,0.9996189999999998,2025-01-14 23:22:32,0.9996,0.0019007603040985595,True
DYDXUSDC,1.2886,1.2889260000000002,2025-01-14 23:22:32,1.2892,0.02125349053674088,True
COWUSDC,0.7761,0.7706279999999994,2025-01-14 23:22:33,0.777,0.8200772200772971,False
CETUSUSDC,0.2967,0.2974006000000002,2025-01-14 23:22:33,0.2967,0.23613077182344527,False
KAIAUSDC,0.2118,0.2118409999999998,2025-01-14 23:22:33,0.2118,0.019357884796892807,False
CHZUSDC,0.0807,0.0807220000000001,2025-01-14 23:22:33,0.0807,0.02726146220583057,False
TURBOUSDC,0.008432,0.00846985,2025-01-14 23:22:33,0.008413,0.6757399263045157,False
XTZUSDC,1.27,1.2832940000000006,2025-01-14 23:22:33,1.27,1.0467716535433529,False
PYTHUSDC,0.3262,0.3221730000000004,2025-01-14 23:22:33,0.3259,1.1436023320035738,True
HMSTRUSDC,0.003252,0.0032519999999999,2025-01-14 23:22:33,0.003252,3.080574438427448e-12,True
SANDUSDC,0.5716,0.5728259999999994,2025-01-14 23:22:33,0.5716,0.2144856543036029,False
WUSDC,0.2452,0.2447949999999996,2025-01-14 23:22:33,0.2452,0.16517128874404774,True
RSRUSDC,0.01317,0.01311388,2025-01-14 23:22:33,0.013145,0.23674400912895244,True
ORCAUSDC,3.339,3.340740000000002,2025-01-14 23:22:33,3.339,0.05211141060203873,False
STEEMUSDC,0.2637,0.264447,2025-01-14 23:22:33,0.2637,0.2832764505119445,False
HIVEUSDC,0.5011,0.499189,2025-01-14 23:22:33,0.4995,0.06226226226226341,True
TLMUSDC,0.01192,0.0118375499999999,2025-01-14 23:22:33,0.01192,0.6916946308733235,True
USDCPLN,4.185,4.1908600000000025,2025-01-14 23:22:33,4.185,0.14002389486267294,False
MOVEUSDC,0.8403,0.8398399999999999,2025-01-14 23:22:33,0.8403,0.05474235392123372,True
1000CATUSDC,0.02645,0.0263867,2025-01-14 23:22:33,0.02645,0.23931947069944134,True
PENGUUSDC,0.032665,0.0323686199999999,2025-01-14 23:22:33,0.032585,0.6640478747893392,True
IDEXUSDC,0.05926,0.0592857999999999,2025-01-14 23:22:33,0.05925,0.060421940928110304,False
ACXUSDC,0.4325,0.4344879999999998,2025-01-14 23:22:33,0.4324,0.4828862164661915,False
BIOUSDC,0.4129,0.4155550000000001,2025-01-14 23:22:33,0.4132,0.5699419167473637,True
PHAUSDC,0.281,0.2798657999999997,2025-01-14 23:22:33,0.281,0.4036298932385434,True
USUALUSDC,0.5538,0.5503480000000002,2025-01-14 23:22:34,0.5538,0.6233297219212331,True
AIXBTUSDC,0.6284,0.6336629999999996,2025-01-14 23:22:34,0.6273,1.0143472022955005,False
CGPTUSDC,0.4047,0.3986859999999998,2025-01-14 23:22:34,0.4046,1.4616905585764204,True
COOKIEUSDC,0.5746,0.5522170000000002,2025-01-14 23:22:34,0.577,4.29514731369147,False
BTCUSDC,96499.96,96602.88020000009,2025-01-14 23:23:27,96489.82,0.11717318987648638,False
ETHUSDC,3228.3,3226.255099999997,2025-01-14 23:23:27,3228.56,0.07139096067605426,False
TRXUSDC,0.221,0.221849,2025-01-14 23:23:27,0.221,0.38416289592759667,False
BNBUSDC,699.19,698.2734999999998,2025-01-14 23:23:27,699.27,0.14250575600271662,False
XRPUSDC,2.6597,2.671904000000004,2025-01-14 23:23:27,2.661,0.4097707628712522,True
USDCUSDT,1.0005,1.000647000000001,2025-01-14 23:23:27,1.0004,0.02469012395051944,False
XLMUSDC,0.4286,0.4295510000000002,2025-01-14 23:23:27,0.4286,0.2218852076528702,False
EOSUSDC,0.7961,0.7947499999999998,2025-01-14 23:23:27,0.7961,0.1695766863459596,True
LTCUSDC,101.75,101.65490000000004,2025-01-14 23:23:27,101.75,0.09346437346433371,True
NEOUSDC,14.84,14.908999999999992,2025-01-14 23:23:27,14.84,0.46495956873309946,False
ADAUSDC,0.9955,1.0003269999999989,2025-01-14 23:23:27,0.995,0.535376884421996,False
LINKUSDC,20.37,20.44179999999997,2025-01-14 23:23:27,20.35,0.4511056511054901,False
DOGEUSDC,0.35567,0.3584636999999999,2025-01-14 23:23:28,0.35587,0.7288335628178451,True
ORDIUSDC,25.51,25.07929900000001,2025-01-14 23:23:28,25.51,1.6883614268913838,True
AVAXUSDC,36.49,36.53419999999996,2025-01-14 23:23:28,36.49,0.12112907645919686,False
SOLUSDC,187.53,187.36759999999987,2025-01-14 23:23:28,187.48,0.059953061659975326,True
ONTUSDC,0.2538,0.2546240000000002,2025-01-14 23:23:28,0.2536,0.403785488959066,False
BCHUSDC,438.3,439.6180000000004,2025-01-14 23:23:28,438.3,0.3007072781200962,False
INJUSDC,21.05,20.95710000000001,2025-01-14 23:23:28,21.05,0.4413301662707342,True
ATOMUSDC,6.257,6.380570000000002,2025-01-14 23:23:28,6.247,2.1381463102289486,False
ARBUSDC,0.739,0.7405739999999997,2025-01-14 23:23:28,0.739,0.2129905277401546,False
OPUSDC,1.788,1.80601,2025-01-14 23:23:28,1.79,0.894413407821221,True
DOTUSDC,6.641,6.638570000000008,2025-01-14 23:23:28,6.64,0.021536144578193507,True
ALGOUSDC,0.3701,0.3772068,2025-01-14 23:23:28,0.3703,1.8651903861733703,True
UNIUSDC,13.372,13.33773999999998,2025-01-14 23:23:29,13.372,0.25620699970101163,True
SUIUSDC,4.5701,4.604509999999999,2025-01-14 23:23:29,4.5713,0.7264891825082476,True
BLURUSDC,0.2145,0.214075,2025-01-14 23:23:29,0.2145,0.1981351981352022,True
ALTUSDC,0.09686,0.0968338999999999,2025-01-14 23:23:29,0.09686,0.026946107784532592,True
TIAUSDC,4.738,4.769131000000007,2025-01-14 23:23:29,4.739,0.6358092424563624,True
SEIUSDC,0.3779,0.3782209999999999,2025-01-14 23:23:29,0.3779,0.08494310664194354,False
WLDUSDC,2.025,2.02056,2025-01-14 23:23:29,2.025,0.21925925925924827,True
FILUSDC,5.206,5.187880000000006,2025-01-14 23:23:29,5.206,0.34805993084891207,True
PIXELUSDC,0.1372,0.1363099999999999,2025-01-14 23:23:29,0.1372,0.6486880466472924,True
JUPUSDC,0.7929,0.7984740000000008,2025-01-14 23:23:29,0.7927,0.7283966191498467,False
MANTAUSDC,0.748,0.7460159999999998,2025-01-14 23:23:29,0.748,0.2652406417112578,True
STRKUSDC,0.4263,0.428572,2025-01-14 23:23:29,0.4263,0.5329580107905223,False
PEPEUSDC,1.748e-05,1.7513746785714274e-05,2025-01-14 23:23:29,1.749e-05,0.13577350322626736,True
SHIBUSDC,2.166e-05,2.1687071280663776e-05,2025-01-14 23:23:29,2.166e-05,0.12498282854929205,False
PENDLEUSDC,3.845,3.833143000000007,2025-01-14 23:23:29,3.842,0.23053097345115126,True
BONKUSDC,2.74e-05,2.73498380952381e-05,2025-01-14 23:23:29,2.74e-05,0.18307264511642352,True
FLOKIUSDC,0.00016229,0.000161787885,2025-01-14 23:23:29,0.00016229,0.30939367798385037,True
EURUSDC,1.0304,1.0302810000000016,2025-01-14 23:23:29,1.0301,0.01757110960115921,True
BOMEUSDC,0.00541,0.00539964,2025-01-14 23:23:29,0.00541,0.19149722735674782,True
CKBUSDC,0.010629,0.0105591299999999,2025-01-14 23:23:29,0.010629,0.6573525261087616,True
JTOUSDC,2.5,2.5040919999999987,2025-01-14 23:23:29,2.5,0.1636799999999461,False
FETUSDC,1.301,1.296305999999999,2025-01-14 23:23:29,1.301,0.36079938508846,True
WIFUSDC,1.547,1.538320000000001,2025-01-14 23:23:29,1.547,0.5610859728506083,True
NEARUSDC,5.016,5.066769999999996,2025-01-14 23:23:29,5.017,0.9920271078332886,True
APTUSDC,8.96,8.873499999999998,2025-01-14 23:23:30,8.96,0.9654017857143156,True
RUNEUSDC,3.273,3.270480000000002,2025-01-14 23:23:30,3.273,0.0769935838679591,True
CFXUSDC,0.1485,0.1483880000000001,2025-01-14 23:23:30,0.1485,0.07542087542080132,True
YGGUSDC,0.4307,0.4312790000000002,2025-01-14 23:23:30,0.4307,0.13443231947995418,False
ICPUSDC,10.211,10.184810000000011,2025-01-14 23:23:30,10.211,0.256488101067369,True
OMNIUSDC,8.59,8.615599999999999,2025-01-14 23:23:30,8.58,0.4149184149184003,False
GALAUSDC,0.03595,0.0353221999999999,2025-01-14 23:23:30,0.03585,1.4722454672248229,True
SAGAUSDC,1.2415,1.241502999999999,2025-01-14 23:23:30,1.2415,0.00024164317348892642,False
ENAUSDC,0.8346,0.8442499999999994,2025-01-14 23:23:30,0.8349,1.1198945981553976,True
ETHFIUSDC,1.878,1.8520400000000008,2025-01-14 23:23:30,1.878,1.3823216187432958,True
STXUSDC,1.496,1.5120800000000003,2025-01-14 23:23:30,1.496,1.074866310160449,False
TRBUSDC,57.65,57.074399999999976,2025-01-14 23:23:30,57.65,0.9984388551604905,True
ARUSDC,15.77,15.665400000000009,2025-01-14 23:23:30,15.77,0.663284717818584,True
PEOPLEUSDC,0.03877,0.038256,2025-01-14 23:23:30,0.03877,1.3257673458859958,True
ENSUSDC,31.97,31.90500000000001,2025-01-14 23:23:30,31.97,0.20331560838282958,True
LDOUSDC,1.868,1.80502,2025-01-14 23:23:30,1.868,3.371520342612421,True
ARKMUSDC,1.327,1.2987600000000006,2025-01-14 23:23:30,1.327,2.128108515448333,True
ZKUSDC,0.1767,0.176114,2025-01-14 23:23:30,0.1767,0.33163554046406524,True
NOTUSDC,0.006269,0.00628483,2025-01-14 23:23:31,0.00627,0.23652312599680272,True
USDCTRY,35.5,35.48010000000001,2025-01-14 23:23:31,35.5,0.05605633802814845,True
CRVUSDC,0.8638,0.8591170000000007,2025-01-14 23:23:31,0.8638,0.5421393841166157,True
BBUSDC,0.3361,0.3386822999999999,2025-01-14 23:23:31,0.3361,0.768313002082675,False
TNSRUSDC,0.3866,0.3866110000000001,2025-01-14 23:23:31,0.3866,0.0028453181583275393,False
REZUSDC,0.03121,0.0312744799999999,2025-01-14 23:23:31,0.03121,0.20660044857385954,False
IOUSDC,2.944,2.973610000000002,2025-01-14 23:23:31,2.944,1.0057744565218116,False
AAVEUSDC,294.92,293.8533999999998,2025-01-14 23:23:31,294.92,0.36165739861664903,True
DOGSUSDC,0.0004406,0.0004377939999999,2025-01-14 23:23:31,0.0004405,0.6143019296481183,True
ACTUSDC,0.2496,0.250947,2025-01-14 23:23:31,0.2496,0.5396634615384563,False
TONUSDC,5.388,5.424169999999995,2025-01-14 23:23:31,5.388,0.6713066072753328,False
RAREUSDC,0.1039,0.1035961999999999,2025-01-14 23:23:31,0.1039,0.2923965351300327,True
RENDERUSDC,7.035,7.058999999999987,2025-01-14 23:23:31,7.035,0.34115138592731625,False
POLUSDC,0.4555,0.4556499999999996,2025-01-14 23:23:31,0.4555,0.032930845224938506,False
SLFUSDC,0.27,0.2683394,2025-01-14 23:23:31,0.27,0.6150370370370415,True
NEIROUSDC,0.00076664,0.0007665390999999,2025-01-14 23:23:31,0.00076664,0.013161327363560698,True
ZROUSDC,4.41,4.351500000000002,2025-01-14 23:23:31,4.41,1.3265306122448475,True
1000SATSUSDC,0.0001406,0.0001402029999999,2025-01-14 23:23:31,0.0001406,0.28236130874822707,True
CATIUSDC,0.3075,0.3030641000000001,2025-01-14 23:23:32,0.3075,1.4425691056910184,True
TAOUSDC,418.4,418.9579999999997,2025-01-14 23:23:32,418.4,0.1333652007647487,False
FDUSDUSDC,0.9996,0.9996189999999998,2025-01-14 23:23:32,0.9996,0.0019007603040985595,False
TROYUSDC,0.002915,0.0028868729999999,2025-01-14 23:23:32,0.002915,0.9649056603807868,True
MEMEUSDC,0.0091,0.0090656099999999,2025-01-14 23:23:32,0.0091,0.37791208791319864,True
APEUSDC,1.073,1.061349999999999,2025-01-14 23:23:32,1.073,1.085740913327218,True
PNUTUSDC,0.6236,0.6237160000000003,2025-01-14 23:23:32,0.6236,0.018601667735764438,False
OMUSDC,3.7032,3.7151199999999975,2025-01-14 23:23:32,3.7032,0.3218837761935005,False
1MBABYDOGEUSDC,0.0027559,0.0027474119999999,2025-01-14 23:23:32,0.0027559,0.30799375884828256,True
EIGENUSDC,3.101,3.072970000000001,2025-01-14 23:23:32,3.101,0.9039019671073489,True
RAYUSDC,5.221,5.128819999999999,2025-01-14 23:23:32,5.221,1.7655621528442984,True
HBARUSDC,0.2892,0.2898895999999998,2025-01-14 23:23:32,0.28929,0.20726606519403068,True
XTZUSDC,1.27,1.2832940000000006,2025-01-14 23:23:32,1.27,1.0467716535433529,False
COWUSDC,0.7761,0.7706279999999994,2025-01-14 23:23:32,0.777,0.8200772200772971,False
CHZUSDC,0.0807,0.0807220000000001,2025-01-14 23:23:32,0.0807,0.02726146220583057,False
DYDXUSDC,1.2891,1.2889260000000002,2025-01-14 23:23:32,1.2892,0.02125349053674088,False
KAIAUSDC,0.2118,0.2118409999999998,2025-01-14 23:23:32,0.2118,0.019357884796892807,False
HMSTRUSDC,0.003252,0.0032519999999999,2025-01-14 23:23:32,0.003252,3.080574438427448e-12,True
PYTHUSDC,0.3259,0.3221730000000004,2025-01-14 23:23:32,0.3259,1.1436023320035738,True
TURBOUSDC,0.008432,0.00846985,2025-01-14 23:23:32,0.008413,0.6757399263045157,False
SANDUSDC,0.5716,0.5728259999999994,2025-01-14 23:23:32,0.5716,0.2144856543036029,False
CETUSUSDC,0.2967,0.2974006000000002,2025-01-14 23:23:32,0.2967,0.23613077182344527,False
WUSDC,0.2452,0.2447949999999996,2025-01-14 23:23:32,0.2452,0.16517128874404774,True
RSRUSDC,0.013145,0.01311388,2025-01-14 23:23:32,0.013145,0.23674400912895244,True
HIVEUSDC,0.4995,0.499189,2025-01-14 23:23:33,0.4995,0.06226226226226341,True
BIOUSDC,0.4132,0.4155550000000001,2025-01-14 23:23:33,0.4132,0.5699419167473637,False
PENGUUSDC,0.032593,0.0323686199999999,2025-01-14 23:23:33,0.032585,0.6640478747893392,True
1000CATUSDC,0.02645,0.0263867,2025-01-14 23:23:33,0.02645,0.23931947069944134,True
ACXUSDC,0.4324,0.4344879999999998,2025-01-14 23:23:33,0.4324,0.4828862164661915,False
IDEXUSDC,0.05925,0.0592837999999999,2025-01-14 23:23:33,0.05925,0.05704641350194659,False
ORCAUSDC,3.339,3.340740000000002,2025-01-14 23:23:33,3.339,0.05211141060203873,False
TLMUSDC,0.01192,0.0118375499999999,2025-01-14 23:23:33,0.01192,0.6916946308733235,True
USDCPLN,4.185,4.1908600000000025,2025-01-14 23:23:33,4.185,0.14002389486267294,False
STEEMUSDC,0.2637,0.264447,2025-01-14 23:23:33,0.2637,0.2832764505119445,False
MOVEUSDC,0.8403,0.8398399999999999,2025-01-14 23:23:33,0.8403,0.05474235392123372,True
PHAUSDC,0.281,0.2798657999999997,2025-01-14 23:23:33,0.281,0.4036298932385434,True
USUALUSDC,0.5538,0.5503480000000002,2025-01-14 23:23:33,0.5538,0.6233297219212331,True
COOKIEUSDC,0.577,0.5522170000000002,2025-01-14 23:23:33,0.577,4.29514731369147,True
CGPTUSDC,0.4046,0.3986859999999998,2025-01-14 23:23:33,0.4046,1.4616905585764204,True
AIXBTUSDC,0.6276,0.6336629999999996,2025-01-14 23:23:33,0.6273,1.0143472022955005,False
